idstatefrom,idaction,idstateto,probability,reward
6,2,335,0.009999999999999995,-1.1539046848426375
6,2,338,0.045000000000000005,-1.1539046848426375
6,2,358,0.041,-1.1539046848426375
6,2,368,0.019999999999999997,-1.1539046848426375
6,2,380,0.002999999999999998,-1.1539046848426375
6,2,381,0.023999999999999997,-1.1539046848426375
7,1,5,0.0039999999999999975,-1.1041947111953574
7,1,7,0.47900000000000004,-1.1041947111953672
7,1,40,0.005999999999999996,-1.1041947111953572
7,1,63,0.0009999999999999994,-1.1041947111953574
7,1,79,0.0009999999999999994,-1.1041947111953574
7,1,90,0.14500000000000002,-1.1041947111953558
7,1,182,0.099,-1.104194711195356
7,1,193,0.009999999999999995,-1.1041947111953572
7,1,218,0.1,-1.104194711195356
7,1,264,0.002999999999999998,-1.1041947111953574
7,1,271,0.035,-1.1041947111953567
7,1,275,0.013999999999999997,-1.104194711195357
7,1,372,0.0039999999999999975,-1.1041947111953574
7,1,388,0.099,-1.104194711195356
7,2,5,0.0019999999999999987,-1.1041947111953574
7,2,7,0.45500000000000007,-1.1041947111953665
7,2,40,0.009999999999999995,-1.1041947111953572
7,2,79,0.0039999999999999975,-1.1041947111953574
7,2,90,0.137,-1.1041947111953558
7,2,121,0.0009999999999999994,-1.1041947111953574
7,2,182,0.11400000000000002,-1.104194711195356
7,2,193,0.014999999999999996,-1.104194711195357
7,2,213,0.0009999999999999994,-1.1041947111953574
7,2,218,0.10300000000000001,-1.104194711195356
7,2,264,0.0009999999999999994,-1.1041947111953574
7,2,271,0.024999999999999998,-1.1041947111953574
7,2,275,0.018,-1.1041947111953574
7,2,317,0.0019999999999999987,-1.1041947111953574
7,2,363,0.0009999999999999994,-1.1041947111953574
7,2,372,0.0039999999999999975,-1.1041947111953574
7,2,388,0.10700000000000001,-1.104194711195356
8,1,8,0.09100000000000001,-1.1218528371243321
8,1,14,0.134,-1.1218528371243301
8,1,16,0.011999999999999995,-1.1218528371243315
8,1,19,0.0009999999999999994,-1.1218528371243321
8,1,28,0.0019999999999999987,-1.1218528371243321
8,1,36,0.020999999999999998,-1.121852837124331
8,1,47,0.035,-1.1218528371243315
8,1,50,0.0009999999999999994,-1.1218528371243321
8,1,75,0.028,-1.121852837124331
8,1,87,0.002999999999999998,-1.1218528371243321
8,1,96,0.037,-1.1218528371243317
8,1,111,0.0009999999999999994,-1.1218528371243321
8,1,127,0.007999999999999995,-1.1218528371243321
8,1,139,0.0009999999999999994,-1.1218528371243321
8,1,141,0.048,-1.121852837124332
8,1,161,0.011999999999999995,-1.1218528371243315
8,1,179,0.004999999999999997,-1.1218528371243321
8,1,180,0.10700000000000001,-1.1218528371243321
8,1,191,0.006999999999999996,-1.1218528371243321
8,1,198,0.032,-1.1218528371243313
8,1,199,0.011999999999999995,-1.1218528371243315
8,1,200,0.046000000000000006,-1.121852837124332
8,1,215,0.0009999999999999994,-1.1218528371243321
8,1,229,0.0009999999999999994,-1.1218528371243321
8,1,250,0.008999999999999996,-1.121852837124332
8,1,259,0.07100000000000001,-1.1218528371243321
8,1,268,0.008999999999999996,-1.121852837124332
8,1,293,0.0009999999999999994,-1.1218528371243321
8,1,306,0.0039999999999999975,-1.1218528371243321
8,1,308,0.148,-1.1218528371243293
8,1,311,0.005999999999999996,-1.1218528371243321
8,1,313,0.048,-1.121852837124332
8,1,318,0.0009999999999999994,-1.1218528371243321
8,1,323,0.038,-1.1218528371243317
8,1,363,0.0009999999999999994,-1.1218528371243321
8,1,365,0.007999999999999995,-1.1218528371243321
8,1,368,0.008999999999999996,-1.121852837124332
8,1,375,0.0009999999999999994,-1.1218528371243321
8,2,8,0.137,-1.12185283712433
8,2,14,0.12200000000000001,-1.121852837124331
8,2,16,0.019999999999999997,-1.121852837124331
8,2,28,0.002999999999999998,-1.1218528371243321
8,2,36,0.013999999999999997,-1.1218528371243313
8,2,47,0.023,-1.121852837124331
8,2,50,0.0039999999999999975,-1.1218528371243321
8,2,75,0.039,-1.1218528371243317
8,2,87,0.0009999999999999994,-1.1218528371243321
8,2,96,0.028,-1.121852837124331
8,2,121,0.0009999999999999994,-1.1218528371243321
8,2,127,0.011999999999999995,-1.1218528371243315
8,2,141,0.043000000000000003,-1.121852837124332
8,2,161,0.008999999999999996,-1.121852837124332
8,2,179,0.006999999999999996,-1.1218528371243321
8,2,180,0.10600000000000001,-1.1218528371243321
8,2,191,0.005999999999999996,-1.1218528371243321
8,2,198,0.033,-1.1218528371243315
8,2,199,0.006999999999999996,-1.1218528371243321
8,2,200,0.042,-1.121852837124332
8,2,229,0.0009999999999999994,-1.1218528371243321
8,2,230,0.0009999999999999994,-1.1218528371243321
8,2,250,0.008999999999999996,-1.121852837124332
8,2,259,0.067,-1.1218528371243321
8,2,268,0.010999999999999996,-1.1218528371243315
8,2,293,0.0009999999999999994,-1.1218528371243321
8,2,306,0.002999999999999998,-1.1218528371243321
8,2,308,0.148,-1.1218528371243293
8,2,311,0.002999999999999998,-1.1218528371243321
8,2,313,0.044000000000000004,-1.121852837124332
8,2,323,0.028,-1.121852837124331
8,2,338,0.0009999999999999994,-1.1218528371243321
8,2,363,0.0019999999999999987,-1.1218528371243321
8,2,365,0.007999999999999995,-1.1218528371243321
8,2,368,0.014999999999999996,-1.1218528371243313
8,2,375,0.0009999999999999994,-1.1218528371243321
9,1,9,0.17,-0.7774349263882339
9,1,11,0.0039999999999999975,-0.7774349263882305
9,1,12,0.0039999999999999975,-0.7774349263882305
9,1,19,0.005999999999999996,-0.7774349263882306
9,1,21,0.0019999999999999987,-0.7774349263882305
9,1,30,0.018999999999999996,-0.7774349263882302
9,1,119,0.010999999999999996,-0.7774349263882304
9,1,134,0.016999999999999998,-0.7774349263882302
9,1,138,0.10600000000000001,-0.7774349263882318
9,1,142,0.0009999999999999994,-0.7774349263882305
9,1,157,0.0019999999999999987,-0.7774349263882305
9,1,173,0.0039999999999999975,-0.7774349263882305
9,1,195,0.023,-0.77743492638823
9,1,202,0.0039999999999999975,-0.7774349263882305
9,1,203,0.03,-0.77743492638823
9,1,204,0.0039999999999999975,-0.7774349263882305
9,1,206,0.0009999999999999994,-0.7774349263882305
9,1,208,0.006999999999999996,-0.7774349263882305
9,1,210,0.066,-0.7774349263882301
9,1,211,0.007999999999999995,-0.7774349263882305
9,1,214,0.020999999999999998,-0.7774349263882301
9,1,216,0.0009999999999999994,-0.7774349263882305
9,1,220,0.006999999999999996,-0.7774349263882305
9,1,223,0.0009999999999999994,-0.7774349263882305
9,1,224,0.054000000000000006,-0.77743492638823
9,1,231,0.08900000000000001,-0.7774349263882308
9,1,232,0.07200000000000001,-0.7774349263882301
9,1,239,0.0009999999999999994,-0.7774349263882305
9,1,281,0.044000000000000004,-0.7774349263882301
9,1,283,0.0009999999999999994,-0.7774349263882305
9,1,284,0.053000000000000005,-0.77743492638823
9,1,296,0.061000000000000006,-0.77743492638823
9,1,302,0.004999999999999997,-0.7774349263882305
9,1,326,0.023,-0.77743492638823
9,1,334,0.010999999999999996,-0.7774349263882304
9,1,342,0.0009999999999999994,-0.7774349263882305
9,1,348,0.0009999999999999994,-0.7774349263882305
9,1,377,0.016999999999999998,-0.7774349263882302
9,1,378,0.038,-0.77743492638823
9,1,382,0.0009999999999999994,-0.7774349263882305
9,1,383,0.008999999999999996,-0.7774349263882305
9,2,4,0.0019999999999999987,-0.7774349263882305
9,2,9,0.18300000000000002,-0.7774349263882341
9,2,11,0.002999999999999998,-0.7774349263882306
9,2,12,0.0039999999999999975,-0.7774349263882305
9,2,19,0.008999999999999996,-0.7774349263882305
9,2,21,0.0009999999999999994,-0.7774349263882305
9,2,30,0.026,-0.77743492638823
9,2,113,0.0009999999999999994,-0.7774349263882305
9,2,119,0.011999999999999995,-0.7774349263882304
9,2,134,0.013999999999999997,-0.7774349263882303
9,2,138,0.096,-0.7774349263882312
9,2,142,0.0009999999999999994,-0.7774349263882305
9,2,157,0.002999999999999998,-0.7774349263882306
9,2,173,0.007999999999999995,-0.7774349263882305
9,2,195,0.033,-0.77743492638823
9,2,202,0.011999999999999995,-0.7774349263882304
9,2,203,0.027,-0.77743492638823
9,2,204,0.002999999999999998,-0.7774349263882306
9,2,208,0.014999999999999996,-0.7774349263882303
9,2,210,0.073,-0.7774349263882301
9,2,211,0.002999999999999998,-0.7774349263882306
9,2,214,0.018999999999999996,-0.7774349263882302
9,2,216,0.0009999999999999994,-0.7774349263882305
9,2,220,0.005999999999999996,-0.7774349263882306
9,2,223,0.0009999999999999994,-0.7774349263882305
9,2,224,0.060000000000000005,-0.77743492638823
9,2,231,0.074,-0.7774349263882301
9,2,232,0.065,-0.7774349263882301
9,2,281,0.04,-0.77743492638823
9,2,284,0.039,-0.77743492638823
9,2,296,0.048,-0.7774349263882301
9,2,299,0.0009999999999999994,-0.7774349263882305
9,2,302,0.005999999999999996,-0.7774349263882306
9,2,326,0.016999999999999998,-0.7774349263882302
9,2,334,0.010999999999999996,-0.7774349263882304
9,2,342,0.0009999999999999994,-0.7774349263882305
9,2,377,0.014999999999999996,-0.7774349263882303
9,2,378,0.05600000000000001,-0.77743492638823
9,2,383,0.010999999999999996,-0.7774349263882304
10,1,10,0.09000000000000001,-1.214472530808752
10,1,15,0.004999999999999997,-1.2144725308087536
10,1,20,0.17300000000000001,-1.214472530808752
10,1,44,0.0019999999999999987,-1.2144725308087536
10,1,80,0.016999999999999998,-1.2144725308087527
10,1,91,0.031,-1.214472530808752
10,1,95,0.0009999999999999994,-1.2144725308087536
10,1,98,0.010999999999999996,-1.2144725308087532
10,1,100,0.018,-1.2144725308087527
10,1,106,0.11100000000000002,-1.214472530808752
10,1,135,0.078,-1.214472530808752
10,1,168,0.004999999999999997,-1.2144725308087536
10,1,181,0.065,-1.214472530808752
10,1,188,0.0019999999999999987,-1.2144725308087536
10,1,233,0.10400000000000001,-1.214472530808752
10,1,237,0.002999999999999998,-1.2144725308087536
10,1,245,0.053000000000000005,-1.214472530808752
10,1,248,0.005999999999999996,-1.2144725308087536
10,1,257,0.063,-1.214472530808752
10,1,285,0.047,-1.214472530808752
10,1,324,0.012999999999999996,-1.2144725308087532
10,1,333,0.007999999999999995,-1.2144725308087536
10,1,389,0.011999999999999995,-1.2144725308087532
10,1,393,0.067,-1.214472530808752
10,1,397,0.014999999999999996,-1.214472530808753
10,2,10,0.096,-1.214472530808752
10,2,15,0.005999999999999996,-1.2144725308087536
10,2,20,0.17400000000000002,-1.214472530808752
10,2,44,0.004999999999999997,-1.2144725308087536
10,2,80,0.010999999999999996,-1.2144725308087532
10,2,91,0.023999999999999997,-1.2144725308087523
10,2,92,0.0009999999999999994,-1.2144725308087536
10,2,98,0.012999999999999996,-1.2144725308087532
10,2,100,0.011999999999999995,-1.2144725308087532
10,2,106,0.12300000000000001,-1.214472530808752
10,2,135,0.05700000000000001,-1.214472530808752
10,2,143,0.002999999999999998,-1.2144725308087536
10,2,168,0.004999999999999997,-1.2144725308087536
10,2,175,0.005999999999999996,-1.2144725308087536
10,2,181,0.075,-1.214472530808752
10,2,233,0.096,-1.214472530808752
10,2,245,0.041,-1.214472530808752
10,2,248,0.0039999999999999975,-1.2144725308087536
10,2,257,0.063,-1.214472530808752
10,2,285,0.062000000000000006,-1.214472530808752
10,2,324,0.009999999999999995,-1.2144725308087532
10,2,333,0.006999999999999996,-1.2144725308087534
10,2,389,0.007999999999999995,-1.2144725308087536
10,2,393,0.076,-1.214472530808752
10,2,397,0.022,-1.2144725308087523
11,1,9,0.048,-0.8014629191335542
11,1,11,0.23900000000000002,-0.8014629191335507
11,1,19,0.0019999999999999987,-0.8014629191335549
11,1,30,0.0019999999999999987,-0.8014629191335549
11,1,39,0.010999999999999996,-0.8014629191335547
11,1,56,0.002999999999999998,-0.8014629191335548
11,1,60,0.0009999999999999994,-0.8014629191335549
11,1,113,0.0019999999999999987,-0.8014629191335549
11,1,119,0.132,-0.8014629191335526
11,1,134,0.05,-0.8014629191335543
11,1,138,0.009999999999999995,-0.8014629191335547
11,1,142,0.018999999999999996,-0.8014629191335545
11,1,202,0.005999999999999996,-0.8014629191335548
