idstatefrom,idaction,idstateto,probability,reward
2,6,5,0.2,3.8000000000000007
2,7,8,0.1,-34.1
2,7,6,0.3,-1.5
2,7,5,0.1,14.799999999999997
2,7,4,0.1,31.1
2,7,3,0.1,47.4
2,7,1,0.1,80.0
2,7,5,0.0,14.799999999999997
2,7,6,0.2,-1.5
2,8,9,0.1,-39.4
2,8,7,0.3,-6.799999999999997
2,8,6,0.1,9.5
2,8,5,0.1,25.799999999999997
2,8,4,0.1,42.1
2,8,1,0.1,91.0
2,8,6,0.0,9.5
2,8,7,0.2,-6.799999999999997
2,9,10,0.1,-44.7
2,9,8,0.3,-12.100000000000001
2,9,7,0.1,4.200000000000003
2,9,6,0.1,20.5
2,9,5,0.1,36.8
2,9,1,0.1,102.0
2,9,7,0.0,4.200000000000003
2,9,8,0.2,-12.100000000000001
2,10,11,0.1,-50.0
2,10,9,0.3,-17.4
2,10,8,0.1,-1.1000000000000014
2,10,7,0.1,15.200000000000003
2,10,6,0.1,31.5
2,10,1,0.1,113.0
2,10,8,0.0,-1.1000000000000014
2,10,9,0.2,-17.4
2,11,12,0.1,-55.3
2,11,10,0.3,-22.700000000000003
2,11,9,0.1,-6.399999999999999
2,11,8,0.1,9.899999999999999
2,11,7,0.1,26.200000000000003
2,11,1,0.1,124.0
2,11,9,0.0,-6.399999999999999
2,11,10,0.2,-22.700000000000003
2,12,13,0.1,-60.6
2,12,11,0.3,-28.0
2,12,10,0.1,-11.700000000000003
2,12,9,0.1,4.600000000000001
2,12,8,0.1,20.9
2,12,1,0.1,135.0
2,12,10,0.0,-11.700000000000003
2,12,11,0.2,-28.0
2,13,14,0.1,-65.9
2,13,12,0.3,-33.3
2,13,11,0.1,-17.0
2,13,10,0.1,-0.7000000000000028
2,13,9,0.1,15.599999999999994
2,13,1,0.1,146.0
2,13,11,0.0,-17.0
2,13,12,0.2,-33.3
2,14,15,0.1,-71.2
2,14,13,0.3,-38.599999999999994
2,14,12,0.1,-22.299999999999997
2,14,11,0.1,-6.0
2,14,10,0.1,10.299999999999997
2,14,1,0.1,157.0
2,14,12,0.0,-22.299999999999997
2,14,13,0.2,-38.599999999999994
2,15,16,0.1,-76.5
2,15,14,0.3,-43.900000000000006
2,15,13,0.1,-27.599999999999994
2,15,12,0.1,-11.299999999999997
2,15,11,0.1,5.0
2,15,1,0.1,168.0
2,15,13,0.0,-27.599999999999994
2,15,14,0.2,-43.900000000000006
2,16,17,0.1,-81.8
2,16,15,0.3,-49.2
2,16,14,0.1,-32.900000000000006
2,16,13,0.1,-16.599999999999994
2,16,12,0.1,-0.29999999999999716
2,16,1,0.1,179.0
2,16,14,0.0,-32.900000000000006
2,16,15,0.2,-49.2
2,17,18,0.1,-87.1
2,17,16,0.3,-54.5
2,17,15,0.1,-38.2
2,17,14,0.1,-21.900000000000006
2,17,13,0.1,-5.599999999999994
2,17,1,0.1,190.0
2,17,15,0.0,-38.2
2,17,16,0.2,-54.5
2,18,19,0.1,-92.4
2,18,17,0.3,-59.8
2,18,16,0.1,-43.5
2,18,15,0.1,-27.200000000000003
2,18,14,0.1,-10.900000000000006
2,18,1,0.1,201.0
2,18,16,0.0,-43.5
2,18,17,0.2,-59.8
2,19,20,0.1,-97.7
2,19,18,0.3,-65.1
2,19,17,0.1,-48.8
2,19,16,0.1,-32.5
2,19,15,0.1,-16.200000000000003
2,19,1,0.1,212.0
2,19,17,0.0,-48.8
2,19,18,0.2,-65.1
2,20,21,0.1,-103.0
2,20,19,0.3,-70.4
2,20,18,0.1,-54.099999999999994
2,20,17,0.1,-37.8
2,20,16,0.1,-21.5
2,20,1,0.1,223.0
2,20,18,0.0,-54.099999999999994
2,20,19,0.2,-70.4
2,21,22,0.1,-108.3
2,21,20,0.3,-75.7
2,21,19,0.1,-59.400000000000006
2,21,18,0.1,-43.099999999999994
2,21,17,0.1,-26.799999999999997
2,21,1,0.1,234.0
2,21,19,0.0,-59.400000000000006
2,21,20,0.2,-75.7
2,22,23,0.1,-113.6
2,22,21,0.3,-81.0
2,22,20,0.1,-64.7
2,22,19,0.1,-48.400000000000006
2,22,18,0.1,-32.099999999999994
2,22,1,0.1,245.0
2,22,20,0.0,-64.7
2,22,21,0.2,-81.0
2,23,24,0.1,-118.9
2,23,22,0.3,-86.3
2,23,21,0.1,-70.0
2,23,20,0.1,-53.7
2,23,19,0.1,-37.400000000000006
2,23,1,0.1,256.0
2,23,21,0.0,-70.0
2,23,22,0.2,-86.3
2,24,25,0.1,-124.2
2,24,23,0.3,-91.6
2,24,22,0.1,-75.3
2,24,21,0.1,-59.0
2,24,20,0.1,-42.7
2,24,1,0.1,267.0
2,24,22,0.0,-75.3
2,24,23,0.2,-91.6
2,25,26,0.1,-129.5
2,25,24,0.3,-96.9
2,25,23,0.1,-80.6
2,25,22,0.1,-64.30000000000001
2,25,21,0.1,-48.0
2,25,1,0.1,278.0
2,25,23,0.0,-80.6
2,25,24,0.2,-96.9
2,26,27,0.1,-134.8
2,26,25,0.3,-102.19999999999999
2,26,24,0.1,-85.9
2,26,23,0.1,-69.6
2,26,22,0.1,-53.30000000000001
2,26,1,0.1,289.0
2,26,24,0.0,-85.9
2,26,25,0.2,-102.19999999999999
2,27,28,0.1,-140.1
2,27,26,0.3,-107.5
2,27,25,0.1,-91.19999999999999
2,27,24,0.1,-74.9
2,27,23,0.1,-58.599999999999994
2,27,1,0.1,300.0
2,27,25,0.0,-91.19999999999999
2,27,26,0.2,-107.5
2,28,29,0.1,-145.4
2,28,27,0.3,-112.80000000000001
2,28,26,0.1,-96.5
2,28,25,0.1,-80.19999999999999
2,28,24,0.1,-63.900000000000006
2,28,1,0.1,311.0
2,28,26,0.0,-96.5
2,28,27,0.2,-112.80000000000001
2,29,30,0.1,-150.7
2,29,28,0.3,-118.1
2,29,27,0.1,-101.80000000000001
2,29,26,0.1,-85.5
2,29,25,0.1,-69.19999999999999
2,29,1,0.1,322.0
2,29,27,0.0,-101.80000000000001
2,29,28,0.2,-118.1
2,30,31,0.1,-156.0
2,30,29,0.3,-123.4
2,30,28,0.1,-107.1
2,30,27,0.1,-90.80000000000001
2,30,26,0.1,-74.5
2,30,1,0.1,333.0
2,30,28,0.0,-107.1
2,30,29,0.2,-123.4
2,31,32,0.1,-161.3
2,31,30,0.3,-128.7
2,31,29,0.1,-112.4
2,31,28,0.1,-96.1
2,31,27,0.1,-79.80000000000001
2,31,2,0.1,327.7
2,31,29,0.0,-112.4
2,31,30,0.2,-128.7
2,32,33,0.1,-166.6
2,32,31,0.3,-134.0
2,32,30,0.1,-117.69999999999999
2,32,29,0.1,-101.4
2,32,28,0.1,-85.1
2,32,3,0.1,322.4
2,32,30,0.0,-117.69999999999999
2,32,31,0.2,-134.0
2,33,34,0.1,-171.9
2,33,32,0.3,-139.3
2,33,31,0.1,-123.0
2,33,30,0.1,-106.69999999999999
2,33,29,0.1,-90.4
2,33,4,0.1,317.1
2,33,31,0.0,-123.0
2,33,32,0.2,-139.3
2,34,35,0.1,-177.2
2,34,33,0.3,-144.6
2,34,32,0.1,-128.3
2,34,31,0.1,-112.0
2,34,30,0.1,-95.69999999999999
2,34,5,0.1,311.8
2,34,32,0.0,-128.3
2,34,33,0.2,-144.6
2,35,36,0.1,-182.5
2,35,34,0.3,-149.9
2,35,33,0.1,-133.6
2,35,32,0.1,-117.30000000000001
2,35,31,0.1,-101.0
2,35,6,0.1,306.5
2,35,33,0.0,-133.6
2,35,34,0.2,-149.9
2,36,37,0.1,-187.8
2,36,35,0.3,-155.2
2,36,34,0.1,-138.9
2,36,33,0.1,-122.6
2,36,32,0.1,-106.30000000000001
2,36,7,0.1,301.2
2,36,34,0.0,-138.9
2,36,35,0.2,-155.2
2,37,38,0.1,-193.1
2,37,36,0.3,-160.5
2,37,35,0.1,-144.2
2,37,34,0.1,-127.9
2,37,33,0.1,-111.6
2,37,8,0.1,295.9
2,37,35,0.0,-144.2
2,37,36,0.2,-160.5
2,38,39,0.1,-198.4
2,38,37,0.3,-165.8
2,38,36,0.1,-149.5
2,38,35,0.1,-133.2
2,38,34,0.1,-116.9
2,38,9,0.1,290.6
2,38,36,0.0,-149.5
2,38,37,0.2,-165.8
2,39,40,0.1,-203.7
2,39,38,0.3,-171.1
2,39,37,0.1,-154.8
2,39,36,0.1,-138.5
2,39,35,0.1,-122.19999999999999
2,39,10,0.1,285.3
2,39,37,0.0,-154.8
2,39,38,0.2,-171.1
2,40,41,0.1,-209.0
2,40,39,0.3,-176.4
2,40,38,0.1,-160.1
2,40,37,0.1,-143.8
2,40,36,0.1,-127.5
2,40,11,0.1,280.0
2,40,38,0.0,-160.1
2,40,39,0.2,-176.4
2,41,42,0.1,-214.3
2,41,40,0.3,-181.7
2,41,39,0.1,-165.4
2,41,38,0.1,-149.1
2,41,37,0.1,-132.8
2,41,12,0.1,274.7
2,41,39,0.0,-165.4
2,41,40,0.2,-181.7
2,42,43,0.1,-219.6
2,42,41,0.3,-187.0
2,42,40,0.1,-170.7
2,42,39,0.1,-154.4
2,42,38,0.1,-138.1
2,42,13,0.1,269.4
2,42,40,0.0,-170.7
2,42,41,0.2,-187.0
2,43,44,0.1,-224.9
2,43,42,0.3,-192.3
2,43,41,0.1,-176.0
2,43,40,0.1,-159.7
2,43,39,0.1,-143.4
2,43,14,0.1,264.1
2,43,41,0.0,-176.0
2,43,42,0.2,-192.3
2,44,45,0.1,-230.2
2,44,43,0.3,-197.6
2,44,42,0.1,-181.3
2,44,41,0.1,-165.0
2,44,40,0.1,-148.7
2,44,15,0.1,258.8
2,44,42,0.0,-181.3
2,44,43,0.2,-197.6
2,45,46,0.1,-235.5
2,45,44,0.3,-202.9
2,45,43,0.1,-186.6
2,45,42,0.1,-170.3
2,45,41,0.1,-154.0
2,45,16,0.1,253.5
2,45,43,0.0,-186.6
2,45,44,0.2,-202.9
2,46,47,0.1,-240.8
2,46,45,0.3,-208.2
2,46,44,0.1,-191.9
2,46,43,0.1,-175.6
2,46,42,0.1,-159.3
2,46,17,0.1,248.2
2,46,44,0.0,-191.9
2,46,45,0.2,-208.2
2,47,48,0.1,-246.1
2,47,46,0.3,-213.5
2,47,45,0.1,-197.2
2,47,44,0.1,-180.9
2,47,43,0.1,-164.6
2,47,18,0.1,242.9
2,47,45,0.0,-197.2
2,47,46,0.2,-213.5
2,48,49,0.1,-251.4
2,48,47,0.3,-218.8
2,48,46,0.1,-202.5
2,48,45,0.1,-186.2
2,48,44,0.1,-169.9
2,48,19,0.1,237.6
2,48,46,0.0,-202.5
2,48,47,0.2,-218.8
2,49,50,0.1,-256.7
2,49,48,0.3,-224.10000000000002
2,49,47,0.1,-207.8
2,49,46,0.1,-191.5
2,49,45,0.1,-175.2
2,49,20,0.1,232.3
2,49,47,0.0,-207.8
2,49,48,0.2,-224.10000000000002
2,50,51,0.1,-262.0
2,50,49,0.3,-229.39999999999998
2,50,48,0.1,-213.10000000000002
2,50,47,0.1,-196.8
2,50,46,0.1,-180.5
2,50,21,0.1,227.0
2,50,48,0.0,-213.10000000000002
2,50,49,0.2,-229.39999999999998
2,51,52,0.1,-267.3
2,51,50,0.3,-234.7
2,51,49,0.1,-218.39999999999998
2,51,48,0.1,-202.10000000000002
2,51,47,0.1,-185.8
2,51,22,0.1,221.7
2,51,49,0.0,-218.39999999999998
2,51,50,0.2,-234.7
3,1,3,0.1,-0.6
3,1,1,0.3,32.0
3,1,1,0.1,32.0
3,1,1,0.1,32.0
3,1,1,0.1,32.0
3,1,1,0.1,32.0
3,1,1,0.0,32.0
3,1,1,0.2,32.0
3,2,4,0.1,-7.9
3,2,2,0.3,24.7
3,2,1,0.1,41.0
3,2,1,0.1,41.0
3,2,1,0.1,41.0
3,2,1,0.1,41.0
3,2,1,0.0,41.0
3,2,2,0.2,24.7
3,3,5,0.1,-13.2
3,3,3,0.3,19.4
3,3,2,0.1,35.7
3,3,1,0.1,52.0
3,3,1,0.1,52.0
3,3,1,0.1,52.0
3,3,2,0.0,35.7
3,3,3,0.2,19.4
3,4,6,0.1,-18.5
3,4,4,0.3,14.100000000000001
3,4,3,0.1,30.4
3,4,2,0.1,46.7
3,4,1,0.1,63.0
3,4,1,0.1,63.0
3,4,3,0.0,30.4
3,4,4,0.2,14.100000000000001
3,5,7,0.1,-23.8
3,5,5,0.3,8.8
3,5,4,0.1,25.1
3,5,3,0.1,41.4
3,5,2,0.1,57.7
3,5,1,0.1,74.0
3,5,4,0.0,25.1
3,5,5,0.2,8.8
3,6,8,0.1,-29.1
3,6,6,0.3,3.5
3,6,5,0.1,19.8
3,6,4,0.1,36.1
3,6,3,0.1,52.4
3,6,1,0.1,85.0
3,6,5,0.0,19.8
3,6,6,0.2,3.5
3,7,9,0.1,-34.4
3,7,7,0.3,-1.7999999999999972
3,7,6,0.1,14.5
3,7,5,0.1,30.799999999999997
3,7,4,0.1,47.1
3,7,1,0.1,96.0
3,7,6,0.0,14.5
3,7,7,0.2,-1.7999999999999972
3,8,10,0.1,-39.7
3,8,8,0.3,-7.100000000000001
3,8,7,0.1,9.200000000000003
3,8,6,0.1,25.5
3,8,5,0.1,41.8
3,8,1,0.1,107.0
3,8,7,0.0,9.200000000000003
3,8,8,0.2,-7.100000000000001
3,9,11,0.1,-45.0
3,9,9,0.3,-12.399999999999999
3,9,8,0.1,3.8999999999999986
3,9,7,0.1,20.200000000000003
3,9,6,0.1,36.5
3,9,1,0.1,118.0
3,9,8,0.0,3.8999999999999986
3,9,9,0.2,-12.399999999999999
3,10,12,0.1,-50.3
3,10,10,0.3,-17.700000000000003
3,10,9,0.1,-1.3999999999999986
3,10,8,0.1,14.899999999999999
3,10,7,0.1,31.200000000000003
3,10,1,0.1,129.0
3,10,9,0.0,-1.3999999999999986
